Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Price,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Image Src,Status
gullah-geechee-job-creation,Gullah Geechee Job Creation,<p>Gullah Geechee Job Creation — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-7a590d6,3.99,1,deny,manual,,active
how-to-develop-emotional-intelligence,How to Develop Emotional Intelligence,<p>How to Develop Emotional Intelligence — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-8e6244f,3.99,1,deny,manual,,active
kdp-draft-—-how-to-develop-daily-discipline,KDP Draft — How to Develop Daily Discipline,<p>KDP Draft — How to Develop Daily Discipline — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-f3cbe75,3.99,1,deny,manual,,active
how-to-create-a-personal-mission-statement,How to Create a Personal Mission Statement,<p>How to Create a Personal Mission Statement — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-4e19dd9,3.99,1,deny,manual,,active
how-to-bake-buttermilk-cornbread,How to Bake Buttermilk Cornbread,<p>How to Bake Buttermilk Cornbread — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-3a491e0,3.99,1,deny,manual,,active
how-to-cook-perfect-gullah-red-rice,How to Cook Perfect Gullah Red Rice,<p>How to Cook Perfect Gullah Red Rice — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-8bb7603,3.99,1,deny,manual,,active
kdp-draft-—-how-to-create-a-sales-funnel,KDP Draft — How to Create a Sales Funnel,<p>KDP Draft — How to Create a Sales Funnel — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-94ef33d,3.99,1,deny,manual,,active
kdp-draft-—-how-to-network-like-a-pro,KDP Draft — How to Network Like a Pro,<p>KDP Draft — How to Network Like a Pro — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-eb92bd6,3.99,1,deny,manual,,active
how-to-prepare-okra-and-tomatoes,How to Prepare Okra and Tomatoes,<p>How to Prepare Okra and Tomatoes — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-168e676,3.99,1,deny,manual,,active
kdp-draft-—-how-to-create-a-referral-program,KDP Draft — How to Create a Referral Program,<p>KDP Draft — How to Create a Referral Program — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-5063b5e,3.99,1,deny,manual,,active
kdp-draft-—-how-to-make-rice-pudding,KDP Draft — How to Make Rice Pudding,<p>KDP Draft — How to Make Rice Pudding — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-e99bbdd,3.99,1,deny,manual,,active
how-to-build-a-community-around-your-brand,How to Build a Community Around Your Brand,<p>How to Build a Community Around Your Brand — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-635dad5,3.99,1,deny,manual,,active
how-to-make-rice-pudding,How to Make Rice Pudding,<p>How to Make Rice Pudding — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-7de24b2,3.99,1,deny,manual,,active
kdp-draft-—-how-to-cook-benne-chicken,KDP Draft — How to Cook Benne Chicken,<p>KDP Draft — How to Cook Benne Chicken — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-e99a333,3.99,1,deny,manual,,active
kdp-draft-—-how-to-create-a-customer-journey-map,KDP Draft — How to Create a Customer Journey Map,<p>KDP Draft — How to Create a Customer Journey Map — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-cde70da,3.99,1,deny,manual,,active
how-to-make-gullah-tea-cakes,How to Make Gullah Tea Cakes,<p>How to Make Gullah Tea Cakes — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-a88abc5,3.99,1,deny,manual,,active
how-to-practice-self-compassion,How to Practice Self-Compassion,<p>How to Practice Self-Compassion — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-f77255f,3.99,1,deny,manual,,active
how-to-overcome-fear-of-failure,How to Overcome Fear of Failure,<p>How to Overcome Fear of Failure — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-292732e,3.99,1,deny,manual,,active
how-to-make-pickled-shrimp,How to Make Pickled Shrimp,<p>How to Make Pickled Shrimp — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-ddfb94e,3.99,1,deny,manual,,active
how-to-cook-gullah-vegetables,How to Cook Gullah Vegetables,<p>How to Cook Gullah Vegetables — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-321aa73,3.99,1,deny,manual,,active
kdp-draft-—-gullah-geechee-camp-cooking,KDP Draft — Gullah Geechee Camp Cooking,<p>KDP Draft — Gullah Geechee Camp Cooking — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-c1a2295,3.99,1,deny,manual,,active
how-to-make-holiday-gullah-feasts,How to Make Holiday Gullah Feasts,<p>How to Make Holiday Gullah Feasts — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-622da65,3.99,1,deny,manual,,active
kdp-draft-—-how-to-make-sweetgrass-lemonade,KDP Draft — How to Make Sweetgrass Lemonade,<p>KDP Draft — How to Make Sweetgrass Lemonade — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-78aab67,3.99,1,deny,manual,,active
kdp-draft-—-how-to-handle-criticism-gracefully,KDP Draft — How to Handle Criticism Gracefully,<p>KDP Draft — How to Handle Criticism Gracefully — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-0efd6ab,3.99,1,deny,manual,,active
kdp-draft-—-how-to-master-your-morning-routine,KDP Draft — How to Master Your Morning Routine,<p>KDP Draft — How to Master Your Morning Routine — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-b6cb111,3.99,1,deny,manual,,active
how-to-make-pickled-shrimp,How to Make Pickled Shrimp,<p>How to Make Pickled Shrimp — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-4a3905e,3.99,1,deny,manual,,active
how-to-build-imagination,How to Build Imagination,<p>How to Build Imagination — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-ed939b4,3.99,1,deny,manual,,active
kdp-draft-—-gullah-geechee-community-commerce,KDP Draft — Gullah Geechee Community Commerce,<p>KDP Draft — Gullah Geechee Community Commerce — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-8f472a7,3.99,1,deny,manual,,active
encyclopedia-volume-03,Encyclopedia Volume 03,<p>Encyclopedia Volume 03 — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-37e40ad,3.99,1,deny,manual,,active
how-to-cook-gullah-seafood,How to Cook Gullah Seafood,<p>How to Cook Gullah Seafood — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-6d060e4,3.99,1,deny,manual,,active
kdp-draft-—-how-to-master-public-speaking,KDP Draft — How to Master Public Speaking,<p>KDP Draft — How to Master Public Speaking — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-65214a6,3.99,1,deny,manual,,active
kdp-draft-—-how-to-launch-an-online-course,KDP Draft — How to Launch an Online Course,<p>KDP Draft — How to Launch an Online Course — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-c562130,3.99,1,deny,manual,,active
how-to-master-business-storytelling,How to Master Business Storytelling,<p>How to Master Business Storytelling — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-320689b,3.99,1,deny,manual,,active
how-to-make-sweetgrass-lemonade,How to Make Sweetgrass Lemonade,<p>How to Make Sweetgrass Lemonade — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-cc7ce0c,3.99,1,deny,manual,,active
how-to-prepare-gullah-chicken-soup,How to Prepare Gullah Chicken Soup,<p>How to Prepare Gullah Chicken Soup — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-ee51415,3.99,1,deny,manual,,active
kdp-draft-—-how-to-create-a-product-launch-plan,KDP Draft — How to Create a Product Launch Plan,<p>KDP Draft — How to Create a Product Launch Plan — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-c651752,3.99,1,deny,manual,,active
how-to-cultivate-patience,How to Cultivate Patience,<p>How to Cultivate Patience — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-f12c2a7,3.99,1,deny,manual,,active
kdp-draft-—-how-to-master-social-media-marketing,KDP Draft — How to Master Social Media Marketing,<p>KDP Draft — How to Master Social Media Marketing — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-3c0b994,3.99,1,deny,manual,,active
kdp-draft-—-how-to-overcome-fear-of-failure,KDP Draft — How to Overcome Fear of Failure,<p>KDP Draft — How to Overcome Fear of Failure — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-c8927cb,3.99,1,deny,manual,,active
kdp-draft-—-how-to-make-holiday-gullah-feasts,KDP Draft — How to Make Holiday Gullah Feasts,<p>KDP Draft — How to Make Holiday Gullah Feasts — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-8620af1,3.99,1,deny,manual,,active
kdp-draft-—-how-to-master-cast-iron-cooking,KDP Draft — How to Master Cast Iron Cooking,<p>KDP Draft — How to Master Cast Iron Cooking — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-20ac212,3.99,1,deny,manual,,active
how-to-make-one-pot-gullah-meals,How to Make One-Pot Gullah Meals,<p>How to Make One-Pot Gullah Meals — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-9e711b9,3.99,1,deny,manual,,active
how-to-practice-self-compassion,How to Practice Self-Compassion,<p>How to Practice Self-Compassion — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-8a42116,3.99,1,deny,manual,,active
how-to-prepare-okra-and-tomatoes,How to Prepare Okra and Tomatoes,<p>How to Prepare Okra and Tomatoes — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-6418c18,3.99,1,deny,manual,,active
how-to-master-social-media-marketing,How to Master Social Media Marketing,<p>How to Master Social Media Marketing — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-8e303d1,3.99,1,deny,manual,,active
how-to-create-a-vision-board-that-works,How to Create a Vision Board That Works,<p>How to Create a Vision Board That Works — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-a586ee5,3.99,1,deny,manual,,active
how-to-make-authentic-shrimp-and-grits,How to Make Authentic Shrimp and Grits,<p>How to Make Authentic Shrimp and Grits — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-a1ed6f2,3.99,1,deny,manual,,active
kdp-draft-—-how-to-cook-gullah-seafood,KDP Draft — How to Cook Gullah Seafood,<p>KDP Draft — How to Cook Gullah Seafood — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-8f40a98,3.99,1,deny,manual,,active
the-gullah-geechee-guide-to-discipline,The Gullah Geechee Guide to Discipline,<p>The Gullah Geechee Guide to Discipline — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-9df00f7,3.99,1,deny,manual,,active
how-to-build-a-digital-product-empire,How to Build a Digital Product Empire,<p>How to Build a Digital Product Empire — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-945e1b4,3.99,1,deny,manual,,active
how-to-practice-mindful-living,How to Practice Mindful Living,<p>How to Practice Mindful Living — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-03420fe,3.99,1,deny,manual,,active
gullah-geechee-smoothies,Gullah Geechee Smoothies,<p>Gullah Geechee Smoothies — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-7821df4,3.99,1,deny,manual,,active
how-to-build-surrender,How to Build Surrender,<p>How to Build Surrender — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-8283db2,3.99,1,deny,manual,,active
how-to-create-a-business-exit-strategy,How to Create a Business Exit Strategy,<p>How to Create a Business Exit Strategy — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-fcb1678,3.99,1,deny,manual,,active
the-gullah-geechee-guide-to-determination,The Gullah Geechee Guide to Determination,<p>The Gullah Geechee Guide to Determination — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-bc23de1,3.99,1,deny,manual,,active
kdp-draft-—-how-to-cook-lowcountry-boil,KDP Draft — How to Cook Lowcountry Boil,<p>KDP Draft — How to Cook Lowcountry Boil — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-1bd669c,3.99,1,deny,manual,,active
kdp-draft-—-how-to-build-a-subscription-business,KDP Draft — How to Build a Subscription Business,<p>KDP Draft — How to Build a Subscription Business — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-0d5357e,3.99,1,deny,manual,,active
how-to-make-one-pot-gullah-meals,How to Make One-Pot Gullah Meals,<p>How to Make One-Pot Gullah Meals — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-0ca3177,3.99,1,deny,manual,,active
kdp-draft-—-how-to-build-a-digital-product-empire,KDP Draft — How to Build a Digital Product Empire,<p>KDP Draft — How to Build a Digital Product Empire — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-26b26c4,3.99,1,deny,manual,,active
how-to-build-customer-loyalty,How to Build Customer Loyalty,<p>How to Build Customer Loyalty — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-4729cfb,3.99,1,deny,manual,,active
kdp-draft-—-how-to-make-southern-cornbread-from-scratch,KDP Draft — How to Make Southern Cornbread from Scratch,<p>KDP Draft — How to Make Southern Cornbread from Scratch — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-6e8169f,3.99,1,deny,manual,,active
how-to-bake-buttermilk-cornbread,How to Bake Buttermilk Cornbread,<p>How to Bake Buttermilk Cornbread — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-30b48bd,3.99,1,deny,manual,,active
how-to-cook-collard-greens-the-right-way,How to Cook Collard Greens the Right Way,<p>How to Cook Collard Greens the Right Way — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-74f9c83,3.99,1,deny,manual,,active
how-to-find-inner-peace,How to Find Inner Peace,<p>How to Find Inner Peace — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-9a71f5a,3.99,1,deny,manual,,active
how-to-make-gullah-soups-and-stews,How to Make Gullah Soups and Stews,<p>How to Make Gullah Soups and Stews — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-eff7e63,3.99,1,deny,manual,,active
how-to-build-vision,How to Build Vision,<p>How to Build Vision — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-49e2ba7,3.99,1,deny,manual,,active
how-to-cook-benne-chicken,How to Cook Benne Chicken,<p>How to Cook Benne Chicken — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-a2e93f8,3.99,1,deny,manual,,active
how-to-build-a-freelance-career,How to Build a Freelance Career,<p>How to Build a Freelance Career — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-db0bdab,3.99,1,deny,manual,,active
kdp-draft-—-the-gullah-geechee-guide-to-unity,KDP Draft — The Gullah Geechee Guide to Unity,<p>KDP Draft — The Gullah Geechee Guide to Unity — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-9e50ceb,3.99,1,deny,manual,,active
how-to-make-gullah-sauces-and-seasonings,How to Make Gullah Sauces and Seasonings,<p>How to Make Gullah Sauces and Seasonings — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-491a2ce,3.99,1,deny,manual,,active
how-to-network-like-a-pro,How to Network Like a Pro,<p>How to Network Like a Pro — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-1065266,3.99,1,deny,manual,,active
kdp-draft-—-how-to-write-copy-that-sells,KDP Draft — How to Write Copy That Sells,<p>KDP Draft — How to Write Copy That Sells — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-ea0dca6,3.99,1,deny,manual,,active
kdp-draft-—-how-to-preserve-summer-vegetables,KDP Draft — How to Preserve Summer Vegetables,<p>KDP Draft — How to Preserve Summer Vegetables — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-61ff31b,3.99,1,deny,manual,,active
how-to-preserve-summer-vegetables,How to Preserve Summer Vegetables,<p>How to Preserve Summer Vegetables — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-d4050c5,3.99,1,deny,manual,,active
how-to-make-gullah-breads,How to Make Gullah Breads,<p>How to Make Gullah Breads — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-7ac7547,3.99,1,deny,manual,,active
kdp-draft-—-gullah-geechee-community-commerce,KDP Draft — Gullah Geechee Community Commerce,<p>KDP Draft — Gullah Geechee Community Commerce — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-4651942,3.99,1,deny,manual,,active
kdp-draft-—-how-to-cook-collard-greens-the-right-way,KDP Draft — How to Cook Collard Greens the Right Way,<p>KDP Draft — How to Cook Collard Greens the Right Way — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-1ac2ac9,3.99,1,deny,manual,,active
how-to-build-a-website-on-a-budget,How to Build a Website on a Budget,<p>How to Build a Website on a Budget — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-2757aea,3.99,1,deny,manual,,active
kdp-draft-—-how-to-make-gullah-sauces-and-seasonings,KDP Draft — How to Make Gullah Sauces and Seasonings,<p>KDP Draft — How to Make Gullah Sauces and Seasonings — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-bca9570,3.99,1,deny,manual,,active
how-to-develop-a-growth-mindset,How to Develop a Growth Mindset,<p>How to Develop a Growth Mindset — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-be63f93,3.99,1,deny,manual,,active
the-gullah-geechee-guide-to-unity,The Gullah Geechee Guide to Unity,<p>The Gullah Geechee Guide to Unity — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-7e3f060,3.99,1,deny,manual,,active
how-to-set-boundaries-that-stick,How to Set Boundaries That Stick,<p>How to Set Boundaries That Stick — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-ac20322,3.99,1,deny,manual,,active
how-to-create-a-business-plan,How to Create a Business Plan,<p>How to Create a Business Plan — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-b08dd00,3.99,1,deny,manual,,active
how-to-build-a-website-on-a-budget,How to Build a Website on a Budget,<p>How to Build a Website on a Budget — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-fdf7784,3.99,1,deny,manual,,active
how-to-price-your-products-or-services,How to Price Your Products or Services,<p>How to Price Your Products or Services — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-692ac24,3.99,1,deny,manual,,active
how-to-make-mac-and-cheese-the-southern-way,How to Make Mac and Cheese the Southern Way,<p>How to Make Mac and Cheese the Southern Way — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-f2467e1,3.99,1,deny,manual,,active
how-to-build-resilience-in-tough-times,How to Build Resilience in Tough Times,<p>How to Build Resilience in Tough Times — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-5cee8c2,3.99,1,deny,manual,,active
how-to-cultivate-daily-gratitude,How to Cultivate Daily Gratitude,<p>How to Cultivate Daily Gratitude — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-de064db,3.99,1,deny,manual,,active
how-to-practice-mindful-living,How to Practice Mindful Living,<p>How to Practice Mindful Living — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-7b684b9,3.99,1,deny,manual,,active
how-to-stop-people-pleasing,How to Stop People-Pleasing,<p>How to Stop People-Pleasing — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-fc47d97,3.99,1,deny,manual,,active
kdp-draft-—-how-to-master-your-morning-routine,KDP Draft — How to Master Your Morning Routine,<p>KDP Draft — How to Master Your Morning Routine — A Gullah Geechee publication by Darryl E. Brown</p>,Gullah Geechee Biz,Book,"Gullah Geechee, Book, Books",TRUE,Format,eBook,ggb-manifest-79cd0d6,3.99,1,deny,manual,,active
